PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,TrainTest,FamilyAllSurvived,FamilyAllDied,Fsize,SharedTicket,SharedTicketAllSurvived,SharedTicketAllDied,FareBin,NumberCabins,SharedCabin,SharedCabinAllSurvived,SharedCabinAllDied,Sex_male,Embarked_Q,Embarked_S,Title_Mr,Title_Mrs,Title_Ms,Title_Other,"AgeBin_(8.0, 16.0]","AgeBin_(16.0, 24.0]","AgeBin_(24.0, 32.0]","AgeBin_(32.0, 40.0]","AgeBin_(40.0, 48.0]","AgeBin_(48.0, 56.0]","AgeBin_(56.0, 64.0]","AgeBin_(64.0, 72.0]","AgeBin_(72.0, 80.0]",Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_None,Deck_T
146,0.0,2,19,1,1,3.6,Train,0,0,3,1,0,0,4,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,1.0,3,27,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,0.0,3,9,2,2,3.54,Train,0,1,4,1,0,1,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,0.0,2,36,0,2,3.26,Train,0,0,3,1,0,0,3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
150,0.0,2,42,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
151,0.0,2,51,0,0,2.53,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
152,1.0,1,22,1,0,4.2,Train,0,0,2,1,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
153,0.0,3,55,0,0,2.09,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
154,0.0,3,40,0,2,2.67,Train,0,0,3,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
155,0.0,3,29,0,0,1.99,Train,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,0.0,1,51,0,1,4.12,Train,0,0,2,1,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
157,1.0,3,16,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,0.0,3,30,0,0,2.09,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,0.0,3,29,0,0,2.16,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,0.0,3,4,8,2,4.24,Train,0,1,4,1,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
161,0.0,3,44,0,1,2.78,Train,0,0,2,1,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
162,1.0,2,40,0,0,2.76,Train,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
163,0.0,3,26,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,0.0,3,17,0,0,2.16,Train,0,1,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,0.0,3,1,4,1,3.68,Train,0,1,4,1,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,1.0,3,9,0,2,3.02,Train,0,0,3,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,1.0,1,35,0,1,4.01,Train,0,0,2,1,1,0,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
168,0.0,3,45,1,4,3.33,Train,0,1,4,1,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
169,0.0,1,29,0,0,3.26,Train,0,0,1,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,0.0,3,28,0,0,4.03,Train,0,0,1,1,0,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,0.0,1,61,0,0,3.51,Train,0,0,1,0,0,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
172,0.0,3,4,4,1,3.37,Train,0,1,4,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
173,1.0,3,1,1,1,2.41,Train,0,0,3,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,0.0,3,21,0,0,2.07,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
175,0.0,1,56,0,0,3.42,Train,0,0,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,0.0,3,18,1,1,2.06,Train,0,0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
177,0.0,3,4,3,1,3.24,Train,0,1,4,1,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,0.0,1,50,0,0,3.36,Train,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
179,0.0,2,30,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,0.0,3,36,0,0,0.0,Train,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
181,0.0,3,22,8,2,4.24,Train,0,1,4,1,0,1,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
182,0.0,2,29,0,0,2.71,Train,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,0.0,3,9,4,2,3.45,Train,0,0,4,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,1.0,2,1,2,1,3.66,Train,1,0,4,1,0,0,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,1.0,3,4,0,2,3.09,Train,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,0.0,1,29,0,0,3.91,Train,0,0,1,0,0,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1.0,3,35,1,0,2.74,Train,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
188,1.0,1,45,0,0,3.28,Train,0,0,1,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
189,0.0,3,40,1,1,2.74,Train,0,1,3,1,0,1,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
190,0.0,3,36,0,0,2.07,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
191,1.0,2,32,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,0.0,2,19,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,1.0,3,19,1,0,2.06,Train,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,1.0,2,3,1,1,3.26,Train,0,0,3,1,0,0,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,1.0,1,44,0,0,3.32,Train,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
196,1.0,1,58,0,0,4.99,Train,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
197,0.0,3,29,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,0.0,3,42,0,1,2.13,Train,0,1,2,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
199,1.0,3,22,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,0.0,2,24,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,0.0,3,28,0,0,2.25,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,0.0,3,29,8,2,4.24,Train,0,1,4,1,0,1,4,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,0.0,3,34,0,0,1.87,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
204,0.0,3,45,0,0,1.98,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
205,1.0,3,18,0,0,2.09,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206,0.0,3,2,0,1,2.35,Train,0,1,2,1,0,1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,0.0,3,32,1,0,2.76,Train,0,0,2,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,1.0,3,26,0,0,2.93,Train,0,0,1,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
209,1.0,3,16,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210,1.0,1,40,0,0,3.43,Train,0,0,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0.0,3,24,0,0,1.95,Train,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,1.0,2,35,0,0,3.04,Train,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
213,0.0,3,22,0,0,1.98,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,0.0,2,30,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
215,0.0,3,29,1,0,2.05,Train,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216,1.0,1,31,1,0,4.73,Train,0,0,2,1,0,0,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,1.0,3,27,0,0,2.07,Train,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,0.0,2,42,1,0,3.3,Train,0,0,2,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
219,1.0,1,32,0,0,4.33,Train,0,0,1,1,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,0.0,2,30,0,0,2.35,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221,1.0,3,16,0,0,2.09,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,0.0,2,27,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,0.0,3,51,0,0,2.09,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
224,0.0,3,29,0,0,2.07,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225,1.0,1,38,1,0,4.5,Train,0,0,2,1,1,0,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
226,0.0,3,22,0,0,2.24,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227,1.0,2,19,0,0,2.35,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,0.0,3,20,0,0,1.98,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,0.0,2,18,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230,0.0,3,22,3,1,3.24,Train,0,1,4,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,1.0,1,35,1,0,4.42,Train,0,0,2,1,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
232,0.0,3,29,0,0,2.05,Train,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,0.0,2,59,0,0,2.6,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
234,1.0,3,5,4,2,3.45,Train,0,0,4,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,0.0,2,24,0,0,2.35,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0.0,3,22,0,0,2.02,Train,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
237,0.0,2,44,1,0,3.26,Train,0,0,2,1,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
238,1.0,2,8,0,2,3.27,Train,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
239,0.0,2,19,0,0,2.35,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,0.0,2,33,0,0,2.51,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
241,0.0,3,22,1,0,2.67,Train,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,1.0,3,22,1,0,2.74,Train,1,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,0.0,2,29,0,0,2.35,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
244,0.0,3,22,0,0,1.96,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,0.0,3,30,0,0,1.98,Train,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
246,0.0,1,44,2,0,4.5,Train,0,0,3,1,0,0,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
247,0.0,3,25,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248,1.0,2,24,0,2,2.67,Train,1,0,3,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
249,1.0,1,37,1,1,3.96,Train,1,0,3,1,1,0,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
250,0.0,2,54,1,0,3.26,Train,0,0,2,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
251,0.0,3,29,0,0,1.98,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,0.0,3,29,1,1,2.35,Train,0,1,3,1,0,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
253,0.0,1,62,0,0,3.28,Train,0,0,1,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
254,0.0,3,30,1,0,2.78,Train,0,1,2,1,0,1,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,0.0,3,41,0,2,3.01,Train,0,1,3,1,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
256,1.0,3,29,0,2,2.72,Train,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
257,1.0,1,35,0,0,4.37,Train,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
258,1.0,1,30,0,0,4.46,Train,0,0,1,1,1,0,4,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,1.0,1,35,0,0,6.24,Train,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
260,1.0,2,50,0,1,3.26,Train,0,0,2,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
261,0.0,3,29,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,1.0,3,3,4,2,3.45,Train,0,0,4,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,0.0,1,52,1,1,4.38,Train,0,0,3,1,0,0,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
264,0.0,1,40,0,0,0.0,Train,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
265,0.0,3,22,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,0.0,2,36,0,0,2.35,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
267,0.0,3,16,4,1,3.68,Train,0,1,4,1,0,1,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
268,1.0,3,25,1,0,2.05,Train,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,1.0,1,58,0,1,5.03,Train,0,0,2,1,0,0,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
270,1.0,1,35,0,0,4.91,Train,0,0,1,1,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
271,0.0,1,29,0,0,3.43,Train,0,0,1,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,1.0,3,25,0,0,0.0,Train,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
273,1.0,2,41,0,1,2.97,Train,1,0,2,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
274,0.0,1,37,0,1,3.39,Train,0,0,2,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
275,1.0,3,22,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
276,1.0,1,63,1,0,4.36,Train,0,0,2,1,1,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
277,0.0,3,45,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
278,0.0,2,29,0,0,0.0,Train,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,0.0,3,7,4,1,3.37,Train,0,1,4,1,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,1.0,3,35,1,1,3.01,Train,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
281,0.0,3,65,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
282,0.0,3,28,0,0,2.06,Train,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
283,0.0,3,16,0,0,2.25,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,1.0,3,19,0,0,2.09,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
285,0.0,1,29,0,0,3.26,Train,0,0,1,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0.0,3,33,0,0,2.16,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
287,1.0,3,30,0,0,2.25,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,0.0,3,22,0,0,2.07,Train,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,1.0,2,42,0,0,2.56,Train,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
290,1.0,3,22,0,0,2.05,Train,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291,1.0,1,26,0,0,4.37,Train,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,1.0,1,19,1,0,4.51,Train,1,0,2,1,1,0,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,0.0,2,36,0,0,2.56,Train,0,0,1,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
294,0.0,3,24,0,0,2.18,Train,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
